employee_id,skill_id,proficiency
carla.jones.E0070@neosmith.com,SKILL_71F7A49B,2
carla.jones.E0070@neosmith.com,SKILL_86F015E1,3
carla.jones.E0070@neosmith.com,SKILL_13438B99,2
carla.jones.E0070@neosmith.com,SKILL_288BC984,2
michael.weiss.E0071@neosmith.com,SKILL_86F015E1,2
michael.weiss.E0071@neosmith.com,SKILL_78DE6041,3
michael.weiss.E0071@neosmith.com,SKILL_83C13EAB,4
michael.weiss.E0071@neosmith.com,SKILL_DDB6691A,5
michael.weiss.E0071@neosmith.com,SKILL_2F487A99,2
paula.webb.E0072@neosmith.com,SKILL_83C13EAB,5
paula.webb.E0072@neosmith.com,SKILL_CBC99400,3
paula.webb.E0072@neosmith.com,SKILL_2F487A99,2
melanie.mcgrath.E0073@neosmith.com,SKILL_CC9AD54B,3
melanie.mcgrath.E0073@neosmith.com,SKILL_E9A11C18,5
melanie.mcgrath.E0073@neosmith.com,SKILL_880761C0,2
melanie.mcgrath.E0073@neosmith.com,SKILL_86F015E1,4
shannon.cohen.E0074@neosmith.com,SKILL_880761C0,5
shannon.cohen.E0074@neosmith.com,SKILL_A7242F77,2
shannon.cohen.E0074@neosmith.com,SKILL_2F487A99,3
shannon.cohen.E0074@neosmith.com,SKILL_DDB6691A,4
shannon.cohen.E0074@neosmith.com,SKILL_F31AC2D4,4
steven.hart.E0075@neosmith.com,SKILL_DDB6691A,5
steven.hart.E0075@neosmith.com,SKILL_2F487A99,2
steven.hart.E0075@neosmith.com,SKILL_880761C0,2
timothy.francis.E0076@neosmith.com,SKILL_DB127C6F,4
timothy.francis.E0076@neosmith.com,SKILL_83C13EAB,3
timothy.francis.E0076@neosmith.com,SKILL_2F487A99,2
kathleen.lewis.E0077@neosmith.com,SKILL_A7242F77,5
kathleen.lewis.E0077@neosmith.com,SKILL_71F7A49B,4
kathleen.lewis.E0077@neosmith.com,SKILL_8CA47A63,3
kathleen.lewis.E0077@neosmith.com,SKILL_DB127C6F,3
robert.carlson.E0078@neosmith.com,SKILL_A7242F77,4
robert.carlson.E0078@neosmith.com,SKILL_CC9AD54B,4
robert.carlson.E0078@neosmith.com,SKILL_F31AC2D4,4
jordan.humphrey.E0079@neosmith.com,SKILL_8CA47A63,2
jordan.humphrey.E0079@neosmith.com,SKILL_83C13EAB,4
jordan.humphrey.E0079@neosmith.com,SKILL_855A73EC,5
jordan.humphrey.E0079@neosmith.com,SKILL_2F487A99,4
heather.morales.E0080@neosmith.com,SKILL_880761C0,2
heather.morales.E0080@neosmith.com,SKILL_288BC984,2
heather.morales.E0080@neosmith.com,SKILL_CC9AD54B,2
heather.morales.E0080@neosmith.com,SKILL_2F487A99,5
heather.morales.E0080@neosmith.com,SKILL_DB127C6F,2
robert.howard.E0081@neosmith.com,SKILL_2F487A99,4
robert.howard.E0081@neosmith.com,SKILL_CBC99400,2
robert.howard.E0081@neosmith.com,SKILL_288BC984,3
robert.howard.E0081@neosmith.com,SKILL_CC9AD54B,5
robert.howard.E0081@neosmith.com,SKILL_A7242F77,5
jessica.cunningham.E0082@neosmith.com,SKILL_83C13EAB,5
jessica.cunningham.E0082@neosmith.com,SKILL_880761C0,5
jessica.cunningham.E0082@neosmith.com,SKILL_A7242F77,4
jessica.cunningham.E0082@neosmith.com,SKILL_CC9AD54B,4
jose.huynh.E0083@neosmith.com,SKILL_2F487A99,3
jose.huynh.E0083@neosmith.com,SKILL_517CD5F2,2
jose.huynh.E0083@neosmith.com,SKILL_288BC984,3
jose.huynh.E0083@neosmith.com,SKILL_CBC99400,4
jose.huynh.E0083@neosmith.com,SKILL_95EEF0F1,5
michael.rios.E0084@neosmith.com,SKILL_CBC99400,5
michael.rios.E0084@neosmith.com,SKILL_0837B786,2
michael.rios.E0084@neosmith.com,SKILL_2F487A99,4
michael.rios.E0084@neosmith.com,SKILL_71F7A49B,4
james.nelson.E0085@neosmith.com,SKILL_855A73EC,2
james.nelson.E0085@neosmith.com,SKILL_87453C7C,5
james.nelson.E0085@neosmith.com,SKILL_517CD5F2,2
james.nelson.E0085@neosmith.com,SKILL_288BC984,2
james.nelson.E0085@neosmith.com,SKILL_95EEF0F1,3
lisa.thompson.E0086@neosmith.com,SKILL_2F487A99,5
lisa.thompson.E0086@neosmith.com,SKILL_CC9AD54B,4
lisa.thompson.E0086@neosmith.com,SKILL_DDB6691A,2
kyle.baird.E0087@neosmith.com,SKILL_95EEF0F1,2
kyle.baird.E0087@neosmith.com,SKILL_CC9AD54B,4
kyle.baird.E0087@neosmith.com,SKILL_0837B786,3
marissa.ayala.E0088@neosmith.com,SKILL_2F487A99,4
marissa.ayala.E0088@neosmith.com,SKILL_855A73EC,2
marissa.ayala.E0088@neosmith.com,SKILL_517CD5F2,2
dr..amy.miller.dds.E0089@neosmith.com,SKILL_CC9AD54B,5
dr..amy.miller.dds.E0089@neosmith.com,SKILL_0837B786,2
dr..amy.miller.dds.E0089@neosmith.com,SKILL_71F7A49B,4
dr..amy.miller.dds.E0089@neosmith.com,SKILL_95EEF0F1,2
dr..amy.miller.dds.E0089@neosmith.com,SKILL_517CD5F2,5
martha.carter.E0090@neosmith.com,SKILL_87453C7C,2
martha.carter.E0090@neosmith.com,SKILL_288BC984,2
martha.carter.E0090@neosmith.com,SKILL_880761C0,5
martha.carter.E0090@neosmith.com,SKILL_71F7A49B,5
martha.carter.E0090@neosmith.com,SKILL_517CD5F2,2
joseph.brown.E0091@neosmith.com,SKILL_855A73EC,5
joseph.brown.E0091@neosmith.com,SKILL_880761C0,3
joseph.brown.E0091@neosmith.com,SKILL_2F487A99,5
joseph.brown.E0091@neosmith.com,SKILL_83C13EAB,5
joseph.brown.E0091@neosmith.com,SKILL_0837B786,4
christopher.carson.E0092@neosmith.com,SKILL_EC028BB8,2
christopher.carson.E0092@neosmith.com,SKILL_F31AC2D4,4
christopher.carson.E0092@neosmith.com,SKILL_CC9AD54B,5
jessica.bryan.E0093@neosmith.com,SKILL_B5F84134,5
jessica.bryan.E0093@neosmith.com,SKILL_71F7A49B,2
jessica.bryan.E0093@neosmith.com,SKILL_F31AC2D4,4
jessica.bryan.E0093@neosmith.com,SKILL_BEC9DED8,2
jessica.bryan.E0093@neosmith.com,SKILL_288BC984,3
tonya.miller.E0094@neosmith.com,SKILL_855A73EC,3
tonya.miller.E0094@neosmith.com,SKILL_C0F7BDF5,5
tonya.miller.E0094@neosmith.com,SKILL_CBC99400,4
mrs..krystal.hill.E0095@neosmith.com,SKILL_2F487A99,3
mrs..krystal.hill.E0095@neosmith.com,SKILL_D3D6E857,5
mrs..krystal.hill.E0095@neosmith.com,SKILL_3F2CD78C,3
mrs..krystal.hill.E0095@neosmith.com,SKILL_69F85FF1,5
mrs..krystal.hill.E0095@neosmith.com,SKILL_CBC99400,3
katherine.black.E0096@neosmith.com,SKILL_B181DCC5,2
katherine.black.E0096@neosmith.com,SKILL_75A423DB,4
katherine.black.E0096@neosmith.com,SKILL_F31AC2D4,2
katherine.black.E0096@neosmith.com,SKILL_83C13EAB,3
katherine.black.E0096@neosmith.com,SKILL_855A73EC,3
melinda.brooks.E0097@neosmith.com,SKILL_78DE6041,3
melinda.brooks.E0097@neosmith.com,SKILL_71F7A49B,3
melinda.brooks.E0097@neosmith.com,SKILL_CC9AD54B,5
melinda.brooks.E0097@neosmith.com,SKILL_13438B99,5
kayla.gonzalez.E0098@neosmith.com,SKILL_CC9AD54B,5
kayla.gonzalez.E0098@neosmith.com,SKILL_880761C0,4
kayla.gonzalez.E0098@neosmith.com,SKILL_A7242F77,3
joanna.page.E0099@neosmith.com,SKILL_71F7A49B,5
joanna.page.E0099@neosmith.com,SKILL_83C13EAB,5
joanna.page.E0099@neosmith.com,SKILL_0837B786,2
joanna.page.E0099@neosmith.com,SKILL_880761C0,5
taylor.griffin.E0100@neosmith.com,SKILL_F31AC2D4,5
taylor.griffin.E0100@neosmith.com,SKILL_288BC984,4
taylor.griffin.E0100@neosmith.com,SKILL_71F7A49B,2
robert.freeman.E0101@neosmith.com,SKILL_F31AC2D4,3
robert.freeman.E0101@neosmith.com,SKILL_DDB6691A,4
robert.freeman.E0101@neosmith.com,SKILL_60C996F5,5
robert.freeman.E0101@neosmith.com,SKILL_83C13EAB,2
robert.freeman.E0101@neosmith.com,SKILL_5A98FC10,3
carolyn.brooks.E0102@neosmith.com,SKILL_CC9AD54B,5
carolyn.brooks.E0102@neosmith.com,SKILL_2F487A99,5
carolyn.brooks.E0102@neosmith.com,SKILL_F31AC2D4,3
stacey.barnett.E0103@neosmith.com,SKILL_CBC99400,2
stacey.barnett.E0103@neosmith.com,SKILL_855A73EC,5
stacey.barnett.E0103@neosmith.com,SKILL_880761C0,5
lee.holder.E0104@neosmith.com,SKILL_288BC984,5
lee.holder.E0104@neosmith.com,SKILL_C0F7BDF5,5
lee.holder.E0104@neosmith.com,SKILL_CBC99400,4
lee.holder.E0104@neosmith.com,SKILL_721D2429,3
michelle.pace.E0105@neosmith.com,SKILL_CC9AD54B,4
michelle.pace.E0105@neosmith.com,SKILL_71F7A49B,5
michelle.pace.E0105@neosmith.com,SKILL_83C13EAB,5
michelle.pace.E0105@neosmith.com,SKILL_855A73EC,4
sharon.horton.E0106@neosmith.com,SKILL_F31AC2D4,3
sharon.horton.E0106@neosmith.com,SKILL_880761C0,5
sharon.horton.E0106@neosmith.com,SKILL_289D13F1,4
sharon.horton.E0106@neosmith.com,SKILL_75A423DB,5
rebecca.hernandez.E0107@neosmith.com,SKILL_2F487A99,2
rebecca.hernandez.E0107@neosmith.com,SKILL_880761C0,4
rebecca.hernandez.E0107@neosmith.com,SKILL_71F7A49B,5
rebecca.hernandez.E0107@neosmith.com,SKILL_CC9AD54B,5
amy.brown.E0108@neosmith.com,SKILL_A7242F77,2
amy.brown.E0108@neosmith.com,SKILL_DB127C6F,4
amy.brown.E0108@neosmith.com,SKILL_855A73EC,4
amy.brown.E0108@neosmith.com,SKILL_8CA47A63,5
michael.ramirez.E0109@neosmith.com,SKILL_CBC99400,3
michael.ramirez.E0109@neosmith.com,SKILL_CC9AD54B,4
michael.ramirez.E0109@neosmith.com,SKILL_517CD5F2,2
michael.ramirez.E0109@neosmith.com,SKILL_2F487A99,4
denise.robinson.E0110@neosmith.com,SKILL_CBC99400,3
denise.robinson.E0110@neosmith.com,SKILL_F31AC2D4,4
denise.robinson.E0110@neosmith.com,SKILL_2F487A99,4
denise.robinson.E0110@neosmith.com,SKILL_288BC984,4
natalie.deleon.E0111@neosmith.com,SKILL_83C13EAB,3
natalie.deleon.E0111@neosmith.com,SKILL_2F487A99,3
