emp_id_1,emp_id_2,weight
drew.smith.E2806@neosmith.com,juan.johnson.E1736@neosmith.com,0.64
kathleen.nelson.E0997@neosmith.com,rhonda.caldwell.E4831@neosmith.com,0.34
chris.hayden.E0314@neosmith.com,jill.williams.E0593@neosmith.com,0.55
kyle.hall.E4253@neosmith.com,jason.allen.E3734@neosmith.com,0.59
brandon.barron.E0737@neosmith.com,michelle.smith.E4306@neosmith.com,0.4
kathleen.green.E1939@neosmith.com,jennifer.hughes.E3539@neosmith.com,0.75
dennis.rose.E0482@neosmith.com,peter.bennett.E4359@neosmith.com,0.33
lisa.hubbard.E4176@neosmith.com,jonathan.stephenson.E1290@neosmith.com,0.94
william.cox.E3497@neosmith.com,michelle.smith.E4306@neosmith.com,0.5
heather.castillo.E2239@neosmith.com,victoria.black.E3553@neosmith.com,0.66
sarah.bowman.E0887@neosmith.com,madeline.barnes.E1782@neosmith.com,0.61
michael.pennington.E1535@neosmith.com,matthew.ramirez.E0522@neosmith.com,0.3
carol.mcintyre.E3888@neosmith.com,jeffrey.scott.E4853@neosmith.com,0.56
mary.wilson.E2236@neosmith.com,leslie.cobb.E0954@neosmith.com,0.39
robert.barnett.E2594@neosmith.com,james.lawson.E1197@neosmith.com,0.79
christine.orozco.E2605@neosmith.com,hannah.vang.E3123@neosmith.com,0.5
stacey.erickson.E3859@neosmith.com,zachary.lynch.E1696@neosmith.com,0.87
heather.crawford.E4545@neosmith.com,matthew.howell.E0126@neosmith.com,0.76
kara.kelley.E2424@neosmith.com,bobby.gates.E4585@neosmith.com,0.36
amber.campbell.E4943@neosmith.com,elizabeth.hodge.E1316@neosmith.com,0.5
zachary.richardson.E3352@neosmith.com,aaron.meza.E2761@neosmith.com,0.26
joshua.richardson.E3733@neosmith.com,heather.adams.E2528@neosmith.com,0.76
adam.horn.E2534@neosmith.com,susan.campos.E1163@neosmith.com,0.57
amber.jones.E4161@neosmith.com,ryan.morris.dvm.E4763@neosmith.com,0.62
mrs..elizabeth.rodriguez.E2004@neosmith.com,steve.kent.E0278@neosmith.com,0.89
justin.nelson.E2043@neosmith.com,carrie.case.E4918@neosmith.com,0.27
jaclyn.gardner.E2790@neosmith.com,miranda.dawson.E1000@neosmith.com,0.46
ashley.moon.E4075@neosmith.com,vincent.mitchell.E0906@neosmith.com,0.79
tina.garcia.E0464@neosmith.com,derek.thompson.E4727@neosmith.com,0.89
rhonda.fitzgerald.E3045@neosmith.com,holly.shelton.E1417@neosmith.com,0.81
matthew.morgan.E4322@neosmith.com,dennis.mcneil.E4713@neosmith.com,0.6
rhonda.carter.E4781@neosmith.com,matthew.myers.E0065@neosmith.com,0.28
michelle.turner.E0726@neosmith.com,mitchell.vance.jr..E0583@neosmith.com,0.58
hunter.combs.E4615@neosmith.com,mr..mike.curtis.E3873@neosmith.com,0.93
sean.bell.E1249@neosmith.com,gloria.davila.E2069@neosmith.com,0.48
george.ramirez.E2046@neosmith.com,kristina.baker.E3874@neosmith.com,0.51
leah.jefferson.E3748@neosmith.com,todd.snyder.E1080@neosmith.com,0.34
ricardo.woodward.E3415@neosmith.com,christian.navarro.E2455@neosmith.com,0.54
jennifer.grimes.E4844@neosmith.com,stephanie.sullivan.E2321@neosmith.com,0.95
christian.dennis.E3237@neosmith.com,christina.hoffman.E3411@neosmith.com,0.62
jose.harris.E0980@neosmith.com,maria.wilson.E2978@neosmith.com,0.38
richard.walter.E2793@neosmith.com,amber.riley.E4569@neosmith.com,0.67
benjamin.grant.E3155@neosmith.com,cameron.white.E0927@neosmith.com,0.46
julie.haynes.E0942@neosmith.com,hannah.price.E2922@neosmith.com,0.6
willie.davis.E4297@neosmith.com,mark.perez.E2412@neosmith.com,0.88
wendy.williams.E1829@neosmith.com,joseph.lutz.E4830@neosmith.com,0.37
desiree.moss.E2292@neosmith.com,stephanie.mckay.E1086@neosmith.com,0.77
robert.chavez.E3340@neosmith.com,david.williams.E0442@neosmith.com,0.31
phillip.green.E0315@neosmith.com,tracy.villanueva.E1185@neosmith.com,0.55
ashley.phillips.E2721@neosmith.com,michael.turner.E3327@neosmith.com,0.88
albert.collins.E2542@neosmith.com,jeremy.joseph.E2695@neosmith.com,0.68
michael.wilkinson.E4020@neosmith.com,kelly.cruz.E2862@neosmith.com,0.52
carla.ray.E2873@neosmith.com,jennifer.harris.E4811@neosmith.com,0.7
christina.lee.E4825@neosmith.com,james.wright.E0570@neosmith.com,0.41
kyle.collins.E2319@neosmith.com,kimberly.huerta.E4205@neosmith.com,0.94
mark.stephens.E4188@neosmith.com,keith.johnson.E1996@neosmith.com,0.44
derek.sanchez.E0987@neosmith.com,jennifer.alexander.E0754@neosmith.com,0.63
lynn.vaughn.E2376@neosmith.com,james.nelson.E0085@neosmith.com,0.38
erin.hansen.E3607@neosmith.com,sharon.sandoval.E2876@neosmith.com,0.72
jill.ellison.E2897@neosmith.com,mary.stewart.E0185@neosmith.com,0.87
john.miller.E3556@neosmith.com,martha.henry.E2912@neosmith.com,0.79
alison.lawrence.dds.E4250@neosmith.com,matthew.anderson.E0486@neosmith.com,0.48
megan.cross.E1864@neosmith.com,jennifer.griffith.E1144@neosmith.com,0.68
valerie.hicks.E1260@neosmith.com,kathryn.mejia.E1168@neosmith.com,0.55
felicia.wiley.E2389@neosmith.com,monica.crawford.E4775@neosmith.com,0.73
devon.coleman.E0228@neosmith.com,jeremy.ward.E4982@neosmith.com,0.44
rebecca.hayes.E1335@neosmith.com,dawn.serrano.E4684@neosmith.com,0.71
jessica.harrington.E0596@neosmith.com,tom.miller.E3489@neosmith.com,0.9
zachary.lynch.E1696@neosmith.com,lauren.hill.E1645@neosmith.com,0.49
mr..brandon.perez.E4448@neosmith.com,susan.baker.E3196@neosmith.com,0.67
michael.jarvis.E3930@neosmith.com,daniel.elliott.E1339@neosmith.com,0.75
terry.rivera.E0645@neosmith.com,jeremy.malone.E1753@neosmith.com,0.58
douglas.schroeder.E0812@neosmith.com,sheila.cortez.E0037@neosmith.com,0.33
lindsay.wagner.E1717@neosmith.com,donna.rodriguez.E2025@neosmith.com,0.26
edward.beltran.E2375@neosmith.com,james.hudson.E3111@neosmith.com,0.68
amanda.clarke.E2747@neosmith.com,casey.short.phd.E3062@neosmith.com,0.82
robert.barnett.E2594@neosmith.com,sheila.freeman.E4700@neosmith.com,0.84
michael.morgan.E0678@neosmith.com,andrew.weiss.E2423@neosmith.com,0.78
natalie.montgomery.E2908@neosmith.com,timothy.morrison.E3190@neosmith.com,0.28
david.beck.E1455@neosmith.com,james.fowler.E2270@neosmith.com,0.33
mary.lewis.E3837@neosmith.com,samantha.wood.E1933@neosmith.com,0.41
joseph.lawrence.E3487@neosmith.com,bryan.ortiz.E3099@neosmith.com,0.76
victor.butler.E4519@neosmith.com,rebecca.hamilton.E3862@neosmith.com,0.69
benjamin.watson.E4211@neosmith.com,ashley.peck.E4298@neosmith.com,0.81
timothy.ortiz.E2828@neosmith.com,derek.smith.E3628@neosmith.com,0.65
scott.yu.E3308@neosmith.com,linda.thompson.E3816@neosmith.com,0.46
cindy.clarke.E4728@neosmith.com,james.costa.E4755@neosmith.com,0.56
miguel.cunningham.E3304@neosmith.com,mrs..victoria.moore.E3654@neosmith.com,0.38
christina.russell.E3423@neosmith.com,robert.hurst.E2244@neosmith.com,0.57
susan.holt.E3267@neosmith.com,christopher.baker.E1825@neosmith.com,0.88
linda.keller.E0820@neosmith.com,jacob.valenzuela.E1436@neosmith.com,0.7
angel.santos.E2460@neosmith.com,anna.decker.E2114@neosmith.com,0.7
david.mora.E3409@neosmith.com,robert.chavez.E3340@neosmith.com,0.4
mallory.mclaughlin.E2178@neosmith.com,nicholas.howard.E1319@neosmith.com,0.92
charlene.jones.E3408@neosmith.com,dylan.mathis.E0626@neosmith.com,0.62
chase.hunt.E3404@neosmith.com,paul.rubio.E2425@neosmith.com,0.39
destiny.adams.E1974@neosmith.com,michael.carney.E4109@neosmith.com,0.8
sherry.griffin.E3807@neosmith.com,sara.suarez.E1949@neosmith.com,0.43
alicia.cook.E3763@neosmith.com,richard.fritz.E4882@neosmith.com,0.57
sean.miller.E3244@neosmith.com,megan.francis.E2954@neosmith.com,0.39
lauren.ellis.E4726@neosmith.com,joseph.lowery.E3083@neosmith.com,0.87
christopher.pena.E4767@neosmith.com,sean.bell.E1249@neosmith.com,0.55
jasmine.lambert.E1214@neosmith.com,james.lee.E1320@neosmith.com,0.39
debbie.tran.md.E4940@neosmith.com,kimberly.garcia.E4681@neosmith.com,0.6
nicholas.cooke.E3708@neosmith.com,tasha.vargas.E4258@neosmith.com,0.67
brady.stafford.E0265@neosmith.com,angel.bauer.E2190@neosmith.com,0.43
charles.james.E4370@neosmith.com,pamela.freeman.E4597@neosmith.com,0.4
jessica.waters.E3536@neosmith.com,robert.brooks.E1270@neosmith.com,0.93
alexander.martinez.E0142@neosmith.com,cheyenne.lynch.E3998@neosmith.com,0.86
travis.meadows.E0150@neosmith.com,james.beck.E4303@neosmith.com,0.42
stephanie.day.E0116@neosmith.com,melissa.copeland.E2475@neosmith.com,0.4
philip.black.E0839@neosmith.com,samuel.williamson.E1302@neosmith.com,0.34
joshua.fisher.E2773@neosmith.com,patricia.martinez.E1745@neosmith.com,0.93
patricia.davis.E0455@neosmith.com,jamie.holland.E3736@neosmith.com,0.67
shawn.pierce.E1854@neosmith.com,matthew.richards.E3616@neosmith.com,0.89
christian.carter.E1878@neosmith.com,ryan.mills.E3431@neosmith.com,0.35
elizabeth.jarvis.E1850@neosmith.com,christopher.jackson.E4978@neosmith.com,0.65
felicia.rodriguez.E3245@neosmith.com,matthew.key.E4663@neosmith.com,0.92
mary.stewart.E0052@neosmith.com,carol.mcintyre.E3888@neosmith.com,0.46
michelle.baker.E3227@neosmith.com,robert.hill.E1847@neosmith.com,0.55
maria.wilson.E2978@neosmith.com,sheila.ramirez.E1831@neosmith.com,0.38
larry.brown.E4790@neosmith.com,jennifer.nunez.E4723@neosmith.com,0.86
karen.bishop.E4268@neosmith.com,jeffery.stevenson.E1951@neosmith.com,0.42
connor.robbins.E4542@neosmith.com,mrs..elizabeth.rodriguez.E2004@neosmith.com,0.59
lisa.hansen.E0739@neosmith.com,theresa.lynch.E1630@neosmith.com,0.34
crystal.phillips.E1259@neosmith.com,dawn.johnson.E4168@neosmith.com,0.8
daniel.stewart.E4400@neosmith.com,katelyn.wallace.E1454@neosmith.com,0.27
zachary.campos.E4637@neosmith.com,daniel.wood.E1549@neosmith.com,0.26
charles.bradshaw.E4422@neosmith.com,leon.meyer.E0687@neosmith.com,0.49
kevin.soto.E4026@neosmith.com,charlotte.miller.E3023@neosmith.com,0.86
elizabeth.clayton.E3251@neosmith.com,michael.mccarty.E1558@neosmith.com,0.64
jennifer.gonzales.E3238@neosmith.com,brian.cherry.E3911@neosmith.com,0.38
rachel.sosa.E3543@neosmith.com,tara.griffith.E3597@neosmith.com,0.48
gina.leblanc.E0922@neosmith.com,brandy.estrada.E3331@neosmith.com,0.76
austin.butler.E2666@neosmith.com,rebecca.cuevas.E2569@neosmith.com,0.63
jennifer.thomas.E2852@neosmith.com,shirley.chen.E1389@neosmith.com,0.66
jerry.west.E4523@neosmith.com,jeffrey.thompson.E0444@neosmith.com,0.48
connie.frey.E2216@neosmith.com,kristopher.cox.E2687@neosmith.com,0.29
cody.walsh.E0498@neosmith.com,brenda.knight.E4847@neosmith.com,0.86
nicholas.knight.E0247@neosmith.com,brittany.johnson.E1187@neosmith.com,0.6
rebecca.hayes.E1335@neosmith.com,anthony.torres.E2234@neosmith.com,0.54
tara.evans.E1568@neosmith.com,cassidy.lewis.E1459@neosmith.com,0.78
kevin.payne.E1037@neosmith.com,allison.bryant.E4063@neosmith.com,0.37
william.perkins.E3239@neosmith.com,stephen.george.E0212@neosmith.com,0.71
tony.allen.E3486@neosmith.com,thomas.hurst.dvm.E1837@neosmith.com,0.39
john.oconnell.E2432@neosmith.com,mr..mike.curtis.E3873@neosmith.com,0.43
gregory.jones.E0786@neosmith.com,robert.townsend.E3520@neosmith.com,0.54
kristen.brennan.E1727@neosmith.com,william.pearson.E0451@neosmith.com,0.36
patricia.gates.E2750@neosmith.com,natalie.cabrera.E2766@neosmith.com,0.41
diane.davenport.E3357@neosmith.com,robin.scott.E4941@neosmith.com,0.29
scott.raymond.E2108@neosmith.com,nathan.harris.E0670@neosmith.com,0.51
carrie.clark.E3993@neosmith.com,travis.schmidt.E1761@neosmith.com,0.42
michael.beasley.E1367@neosmith.com,sarah.osborne.E1271@neosmith.com,0.89
scott.brown.E2324@neosmith.com,timothy.jones.E1790@neosmith.com,0.66
jason.hurst.E0748@neosmith.com,nancy.moore.E2278@neosmith.com,0.81
derrick.allen.E1997@neosmith.com,joseph.gates.E2713@neosmith.com,0.61
lauren.strong.E3006@neosmith.com,emily.mason.E1798@neosmith.com,0.89
jennifer.morris.E2128@neosmith.com,cassidy.lewis.E1459@neosmith.com,0.45
alexis.burke.E2545@neosmith.com,jessica.jones.E3379@neosmith.com,0.31
tammy.collins.E3356@neosmith.com,hannah.price.E2922@neosmith.com,0.84
mary.alvarez.E2648@neosmith.com,stacy.morgan.E1652@neosmith.com,0.65
christine.hicks.E2977@neosmith.com,natalie.washington.E4387@neosmith.com,0.26
thomas.cooper.E2779@neosmith.com,zachary.richardson.E3352@neosmith.com,0.86
brittany.thomas.E3891@neosmith.com,susan.grimes.E1556@neosmith.com,0.46
jennifer.miller.E3022@neosmith.com,briana.carpenter.E1098@neosmith.com,0.4
brandon.matthews.E0496@neosmith.com,joseph.lowery.E3083@neosmith.com,0.68
sheila.hale.E4445@neosmith.com,danny.green.dds.E3598@neosmith.com,0.84
ronald.howard.E4535@neosmith.com,alexis.garcia.E4919@neosmith.com,0.46
john.deleon.dds.E1628@neosmith.com,jacqueline.phillips.E1574@neosmith.com,0.42
cynthia.gould.E1024@neosmith.com,richard.swanson.E1219@neosmith.com,0.39
christina.gonzalez.E3815@neosmith.com,james.johnson.E1810@neosmith.com,0.37
nicole.walsh.E2949@neosmith.com,ricardo.parker.E3152@neosmith.com,0.39
miss.kimberly.clark.E0034@neosmith.com,wanda.hanna.E2256@neosmith.com,0.54
dr..sarah.bailey.dvm.E2289@neosmith.com,caleb.carter.E1832@neosmith.com,0.51
brittany.thomas.E3891@neosmith.com,derek.sexton.E3113@neosmith.com,0.25
natalie.webb.E4613@neosmith.com,tasha.vargas.E4258@neosmith.com,0.38
anita.burton.E3081@neosmith.com,stephen.carpenter.E2523@neosmith.com,0.84
stephanie.arias.E3700@neosmith.com,sara.hall.E0952@neosmith.com,0.44
megan.allison.E4786@neosmith.com,michael.cortez.E3577@neosmith.com,0.71
gary.martin.E1625@neosmith.com,brian.turner.E0944@neosmith.com,0.62
cynthia.dougherty.E0931@neosmith.com,lindsay.clayton.E3443@neosmith.com,0.58
johnathan.cunningham.E1020@neosmith.com,michael.jacobs.E1838@neosmith.com,0.38
sandra.chandler.E3755@neosmith.com,juan.silva.E0469@neosmith.com,0.27
jeffrey.fields.E2658@neosmith.com,steven.nichols.E2681@neosmith.com,0.74
mallory.johnson.E4885@neosmith.com,lisa.shelton.E0128@neosmith.com,0.41
casey.roberts.E3425@neosmith.com,tonya.pierce.E3102@neosmith.com,0.75
jason.byrd.E4371@neosmith.com,michael.jones.E2361@neosmith.com,0.82
laura.benson.E4389@neosmith.com,randy.anderson.E3858@neosmith.com,0.82
dylan.franklin.E2968@neosmith.com,erin.garrison.E2349@neosmith.com,0.45
kara.wolf.E0257@neosmith.com,michael.serrano.E2202@neosmith.com,0.75
deborah.avery.E2147@neosmith.com,donna.garcia.E1966@neosmith.com,0.65
andrea.hoffman.E4215@neosmith.com,jennifer.shelton.E0502@neosmith.com,0.62
kathryn.young.E1762@neosmith.com,mathew.morris.E2804@neosmith.com,0.77
jason.hinton.E2565@neosmith.com,danny.green.dds.E3598@neosmith.com,0.73
emily.estrada.E1841@neosmith.com,adrian.cobb.E3269@neosmith.com,0.72
jerry.anderson.E4110@neosmith.com,johnny.padilla.E3718@neosmith.com,0.55
charles.james.E4370@neosmith.com,melissa.miller.E0124@neosmith.com,0.62
patricia.martinez.E1745@neosmith.com,carla.edwards.E4500@neosmith.com,0.82
regina.bailey.E4988@neosmith.com,richard.krause.E3519@neosmith.com,0.41
timothy.mckinney.E4207@neosmith.com,mr..seth.ferrell.E3228@neosmith.com,0.27
richard.williams.E4272@neosmith.com,mr..justin.collins.E3014@neosmith.com,0.61
crystal.conley.E4221@neosmith.com,darlene.stewart.E4106@neosmith.com,0.42
patrick.wright.E4915@neosmith.com,rhonda.castro.E4769@neosmith.com,0.37
kathy.carter.E0251@neosmith.com,joel.gilbert.E1843@neosmith.com,0.5
faith.medina.E3800@neosmith.com,michael.smith.E1307@neosmith.com,0.29
barbara.zuniga.E0300@neosmith.com,terri.klein.E1665@neosmith.com,0.83
jennifer.morris.E2128@neosmith.com,juan.robles.iv.E3375@neosmith.com,0.27
patricia.hahn.E2547@neosmith.com,olivia.white.E1670@neosmith.com,0.41
christine.diaz.E1456@neosmith.com,miguel.peters.E2008@neosmith.com,0.55
alicia.cook.E3763@neosmith.com,daniel.moore.E2988@neosmith.com,0.84
michael.kirby.E3719@neosmith.com,richard.green.E0600@neosmith.com,0.61
terry.rivera.E0645@neosmith.com,hannah.shelton.E2417@neosmith.com,0.9
david.walker.E2914@neosmith.com,michael.riley.E4282@neosmith.com,0.9
mary.taylor.dvm.E1618@neosmith.com,christopher.pierce.E4829@neosmith.com,0.36
mrs..ashley.patrick.E0136@neosmith.com,lori.rhodes.E4592@neosmith.com,0.68
sarah.brown.E0357@neosmith.com,michael.decker.E1789@neosmith.com,0.67
edward.martinez.E1165@neosmith.com,rachael.perry.E4180@neosmith.com,0.76
devin.allen.E4913@neosmith.com,kyle.dominguez.E3466@neosmith.com,0.52
mary.sutton.E0447@neosmith.com,melissa.sims.E0854@neosmith.com,0.4
melanie.mcgrath.E0073@neosmith.com,luke.evans.E1889@neosmith.com,0.3
brady.jackson.E0405@neosmith.com,kathryn.young.E1762@neosmith.com,0.78
david.wilson.E0836@neosmith.com,elizabeth.perry.E4816@neosmith.com,0.33
paul.mccormick.E4291@neosmith.com,christopher.smith.E2905@neosmith.com,0.65
cole.crane.E1238@neosmith.com,elizabeth.perry.E4816@neosmith.com,0.61
danny.parker.E0949@neosmith.com,charles.reid.E1034@neosmith.com,0.73
ellen.wilson.E4417@neosmith.com,mary.flowers.E3121@neosmith.com,0.76
kyle.watkins.E3016@neosmith.com,leslie.henderson.E0599@neosmith.com,0.45
tristan.gill.dds.E3548@neosmith.com,timothy.mckinney.E4207@neosmith.com,0.76
george.miller.E1961@neosmith.com,brianna.gonzalez.E2752@neosmith.com,0.82
felicia.foster.E4920@neosmith.com,eddie.boone.E0297@neosmith.com,0.86
patricia.gonzalez.E0245@neosmith.com,alexander.mitchell.E2964@neosmith.com,0.45
amy.brown.E1792@neosmith.com,patrick.wright.E4915@neosmith.com,0.9
rachel.barnett.E2991@neosmith.com,amanda.johnson.E3278@neosmith.com,0.8
karen.williams.E0066@neosmith.com,edgar.howard.E3877@neosmith.com,0.81
thomas.pena.E1570@neosmith.com,mary.olson.E0735@neosmith.com,0.59
angelica.powers.E0235@neosmith.com,anthony.sanders.E0850@neosmith.com,0.74
kathryn.mejia.E1168@neosmith.com,john.morales.E0513@neosmith.com,0.34
katherine.eaton.E2774@neosmith.com,kenneth.morris.E1901@neosmith.com,0.6
michael.arnold.E0817@neosmith.com,seth.johnson.E1606@neosmith.com,0.48
tiffany.stokes.E1595@neosmith.com,angela.wilson.E4997@neosmith.com,0.9
jennifer.gutierrez.E1948@neosmith.com,kristen.peterson.E4793@neosmith.com,0.54
blake.duarte.E1887@neosmith.com,judy.nicholson.E4236@neosmith.com,0.89
karen.white.E0837@neosmith.com,linda.madden.E2057@neosmith.com,0.59
gabriel.delacruz.E3646@neosmith.com,samantha.gibson.E1883@neosmith.com,0.81
paul.shaw.E4494@neosmith.com,richard.williams.E0328@neosmith.com,0.53
amy.miller.E4423@neosmith.com,jessica.newman.E3435@neosmith.com,0.82
teresa.watson.E4199@neosmith.com,zachary.cook.E2496@neosmith.com,0.25
james.lawson.E1197@neosmith.com,matthew.hernandez.E3271@neosmith.com,0.89
charles.reeves.E3048@neosmith.com,thomas.johnson.E0638@neosmith.com,0.59
gregory.powell.E4803@neosmith.com,jeffrey.hoffman.E4599@neosmith.com,0.83
william.reed.E2483@neosmith.com,ryan.stanley.E4883@neosmith.com,0.42
miguel.cunningham.E3304@neosmith.com,dawn.oliver.E3342@neosmith.com,0.88
brandon.burke.E4065@neosmith.com,taylor.smith.E0344@neosmith.com,0.75
maria.davis.E0715@neosmith.com,alexis.cervantes.E0217@neosmith.com,0.41
jake.peralta.E0021@neosmith.com,michelle.osborn.E2479@neosmith.com,0.78
tammy.larsen.E4859@neosmith.com,melanie.chambers.md.E1576@neosmith.com,0.81
kimberly.martinez.E2505@neosmith.com,eric.lopez.E0317@neosmith.com,0.85
shawn.terrell.E0702@neosmith.com,jessica.ferguson.E4460@neosmith.com,0.79
becky.blair.E2461@neosmith.com,jodi.wright.E3679@neosmith.com,0.64
allison.berry.E1820@neosmith.com,mr..connor.thomas.E0427@neosmith.com,0.66
ashlee.smith.E4127@neosmith.com,kevin.small.E3189@neosmith.com,0.51
brandon.james.E1555@neosmith.com,sheri.murphy.E1775@neosmith.com,0.52
jennifer.gonzalez.E1653@neosmith.com,vickie.flores.E1986@neosmith.com,0.31
diana.andrews.E4151@neosmith.com,jamie.holland.E3736@neosmith.com,0.67
scott.tran.E0484@neosmith.com,corey.mitchell.E1228@neosmith.com,0.86
andrew.king.E1380@neosmith.com,kenneth.mathews.E2981@neosmith.com,0.45
joseph.hinton.E3514@neosmith.com,sherry.watson.E4171@neosmith.com,0.55
matthew.williams.E3765@neosmith.com,andre.lambert.E1137@neosmith.com,0.56
william.trujillo.E2339@neosmith.com,mr..devin.hall.E3126@neosmith.com,0.72
john.mendoza.E4079@neosmith.com,scott.banks.E0822@neosmith.com,0.47
shawn.hernandez.E4546@neosmith.com,cody.wilson.E2440@neosmith.com,0.9
tammy.larsen.E4859@neosmith.com,cristina.pena.E1786@neosmith.com,0.78
cynthia.hinton.E2634@neosmith.com,april.sanchez.E3997@neosmith.com,0.73
kelly.lucas.E0327@neosmith.com,darren.jones.E4146@neosmith.com,0.51
karen.smith.E1142@neosmith.com,lori.pierce.E4561@neosmith.com,0.48
james.johnson.E1810@neosmith.com,kevin.nash.E2556@neosmith.com,0.79
edward.green.E1313@neosmith.com,cynthia.marshall.E0292@neosmith.com,0.72
connie.king.E2336@neosmith.com,mark.thompson.E0417@neosmith.com,0.39
andrew.weiss.E2423@neosmith.com,sharon.marshall.E0347@neosmith.com,0.77
rachel.nichols.E2791@neosmith.com,meagan.bailey.E4225@neosmith.com,0.55
raymond.johnson.E4285@neosmith.com,tyler.wright.E0381@neosmith.com,0.79
jennifer.payne.E0135@neosmith.com,mary.moreno.E1723@neosmith.com,0.71
melissa.kerr.E1327@neosmith.com,mark.morales.E4525@neosmith.com,0.93
william.nichols.E3172@neosmith.com,jonathon.blair.E0727@neosmith.com,0.89
brad.white.E0745@neosmith.com,robert.chambers.E0067@neosmith.com,0.84
valerie.williams.E4562@neosmith.com,jonathon.blair.E0727@neosmith.com,0.75
mandy.blackwell.E3796@neosmith.com,edwin.rosales.E1029@neosmith.com,0.75
diane.goodwin.E3496@neosmith.com,kevin.brooks.E0773@neosmith.com,0.91
amber.johnston.E2134@neosmith.com,dennis.barrera.E2140@neosmith.com,0.45
